(0 1 2)
(0.0 0.35 1.01)
(0.0 0.35 1.0373684210526315)
(0.0 0.35 1.0647368421052632)
(0.0 0.35 1.0921052631578947)
(0.0 0.35 1.1194736842105264)
(0.0 0.35 1.1468421052631579)
(0.0 0.35 1.1742105263157896)
(0.0 0.35 1.201578947368421)
(0.0 0.35 1.2289473684210526)
(0.0 0.35 1.2563157894736843)
(0.0 0.35 1.2836842105263158)
(0.0 0.35 1.3110526315789475)
(0.0 0.35 1.338421052631579)
(0.0 0.35 1.3657894736842104)
(0.0 0.35 1.3931578947368422)
(0.0 0.35 1.4205263157894736)
(0.0 0.35 1.4478947368421053)
(0.0 0.35 1.4752631578947368)
(0.0 0.35 1.5026315789473683)
(0.0 0.35 1.53)
(0.0 0.36291666666666667 1.01)
(0.0 0.36291666666666667 1.0373684210526315)
(0.0 0.36291666666666667 1.0647368421052632)
(0.0 0.36291666666666667 1.0921052631578947)
(0.0 0.36291666666666667 1.1194736842105264)
(0.0 0.36291666666666667 1.1468421052631579)
(0.0 0.36291666666666667 1.1742105263157896)
(0.0 0.36291666666666667 1.201578947368421)
(0.0 0.36291666666666667 1.2289473684210526)
(0.0 0.36291666666666667 1.2563157894736843)
(0.0 0.36291666666666667 1.2836842105263158)
(0.0 0.36291666666666667 1.3110526315789475)
(0.0 0.36291666666666667 1.338421052631579)
(0.0 0.36291666666666667 1.3657894736842104)
(0.0 0.36291666666666667 1.3931578947368422)
(0.0 0.36291666666666667 1.4205263157894736)
(0.0 0.36291666666666667 1.4478947368421053)
(0.0 0.36291666666666667 1.4752631578947368)
(0.0 0.36291666666666667 1.5026315789473683)
(0.0 0.36291666666666667 1.53)
(0.0 0.3758333333333333 1.01)
(0.0 0.3758333333333333 1.0373684210526315)
(0.0 0.3758333333333333 1.0647368421052632)
(0.0 0.3758333333333333 1.0921052631578947)
(0.0 0.3758333333333333 1.1194736842105264)
(0.0 0.3758333333333333 1.1468421052631579)
(0.0 0.3758333333333333 1.1742105263157896)
(0.0 0.3758333333333333 1.201578947368421)
(0.0 0.3758333333333333 1.2289473684210526)
(0.0 0.3758333333333333 1.2563157894736843)
(0.0 0.3758333333333333 1.2836842105263158)
(0.0 0.3758333333333333 1.3110526315789475)
(0.0 0.3758333333333333 1.338421052631579)
(0.0 0.3758333333333333 1.3657894736842104)
(0.0 0.3758333333333333 1.3931578947368422)
(0.0 0.3758333333333333 1.4205263157894736)
(0.0 0.3758333333333333 1.4478947368421053)
(0.0 0.3758333333333333 1.4752631578947368)
(0.0 0.3758333333333333 1.5026315789473683)
(0.0 0.3758333333333333 1.53)
(0.0 0.38875 1.01)
(0.0 0.38875 1.0373684210526315)
(0.0 0.38875 1.0647368421052632)
(0.0 0.38875 1.0921052631578947)
(0.0 0.38875 1.1194736842105264)
(0.0 0.38875 1.1468421052631579)
(0.0 0.38875 1.1742105263157896)
