# Time         currentProc " (coordinates0 coordinates1 coordinates2 coordinates3) (position0 position1 position2) celli tetFacei tetPti facei stepFraction origProc origId active typeId nParticle d dTarget (U0 U1 U2) rho age tTurb (UTurb0 UTurb1 UTurb2) (UCorrect0 UCorrect1 UCorrect2)"
6.710000e+02	5 (0 0.127964 0.333538 0.538499) (23.5 0.984844 1.22801) 1843 33061 1 33061 0.851626 0 2707 1 -1 1 5.3e-05 0 (0.430921 -0.00657622 0.18462) 2650 164.852 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.26353 0.0159411 0.720529) (23.5 0.106686 1.24728) 116 32944 1 32944 0.485519 0 6674 1 -1 1 1.3e-06 0 (0.487843 0.012982 0.149073) 2650 156.486 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.742974 0.204937 0.0520892) (23.5 0.892291 1.0658) 1646 32989 1 32989 0.281268 0 1900 1 -1 1 0.00011 0 (0.491532 0.041825 0.164666) 2650 166.281 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.665746 0.121927 0.212327) (23.5 0.215438 1.07578) 364 32946 1 32946 0.325176 0 5408 1 -1 1 6.4e-06 0 (0.477402 -0.06435 0.15967) 2650 159.325 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.320706 0.28347 0.395825) (23.5 0.785419 1.08768) 1275 32979 1 32979 0.222415 0 4011 1 -1 1 1.25e-05 0 (0.505426 0.0336105 0.145269) 2650 161.222 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.0405316 0.728959 0.230509) (23.5 0.503262 1.05552) 954 33023 2 33023 0.976045 0 2451 1 -1 1 7.5e-05 0 (0.497034 -0.00853398 0.161001) 2650 165.976 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.215244 0.679896 0.10486) (23.5 0.554745 1.1804) 678 32980 2 32980 0.849076 0 6600 1 -1 1 1.3e-06 0 (0.531006 0.0133182 0.104094) 2650 156.849 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.520455 0.123112 0.356433) (23.5 0.696206 1.43325) 451 33004 1 33004 0.0144112 0 4683 1 -1 1 8.9e-06 0 (0.539362 0.000279043 0.0255741) 2650 160.014 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.534243 0.187998 0.277758) (23.5 0.515111 1.4405) 280 33002 2 33002 0.550396 0 2806 1 -1 1 5.3e-05 0 (0.556661 0.0119463 0.0195595) 2650 164.55 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.177104 0.519455 0.303441) (23.5 0.621536 1.39717) 452 32997 2 32997 0.331109 0 3641 1 -1 1 2.12e-05 0 (0.547509 0.00693926 0.0334817) 2650 162.331 0 (0 0 0) (0 0 0)
6.710000e+02	5 (0 0.00925045 0.634711 0.356039) (23.5 0.418882 1.43322) 157 32974 1 32974 0.324073 0 3490 1 -1 1 3.26e-05 0 (0.558589 0.0177676 0.0224123) 2650 163.324 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.23353 0.619419 0.147051) (23.5 0.0320796 1.02078) 219 33115 1 33115 0.560483 0 4729 1 -1 1 8.9e-06 0 (0.393517 -0.0701698 0.200179) 2650 161.56 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.26634 0.416531 0.31713) (23.5 0.919523 1.05608) 1846 33054 1 33054 0.114095 0 5183 1 -1 1 6.4e-06 0 (0.480531 0.0447461 0.188752) 2650 160.114 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.539505 0.403116 0.057379) (23.5 0.382567 1.0261) 810 33013 2 33013 0.123899 0 6850 1 -1 1 1.3e-06 0 (0.477146 -0.0422485 0.185687) 2650 157.124 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.495685 0.419435 0.0848796) (23.5 0.118078 1.00906) 459 33081 1 33081 0.131618 0 6832 1 -1 1 1.3e-06 0 (0.340151 -0.0551276 0.134011) 2650 157.132 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.533355 0.291425 0.17522) (23.5 0.910283 1.04557) 1846 33054 2 33054 0.444585 0 5181 1 -1 1 6.4e-06 0 (0.480105 0.0563616 0.185501) 2650 160.445 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.519837 0.428396 0.0517676) (23.5 0.656121 1.04966) 1109 33042 1 33042 0.727546 0 4888 1 -1 1 8.9e-06 0 (0.490604 0.017945 0.171709) 2650 161.728 0 (0 0 0) (0 0 0)
6.720000e+02	5 (0 0.120753 0.36686 0.512387) (23.5 0.449085 1.1187) 679 32949 2 32949 0.145889 0 5732 1 -1 1 4.3e-06 0 (0.517936 -0.00129085 0.12946) 2650 159.146 0 (0 0 0) (0 0 0)
